date,store_id,store_name,region,store_type,sku,product_name,category,current_stock,total_forecast,average_daily_forecast,stockout_probability,stockout_risk,anomaly_status,anomaly_score,days_of_stock,supplier_lead_time_days,safety_stock,min_stock,max_stock,case_pack,inventory_status,recommended_order,recommended_cartons
2026-08-31,SBW001,Sibu,Sibu,Large,RICE5KG,Premium Rice 5KG,Food,47,11,1.57,0.8615,HIGH,NORMAL,0.0336,4.8,8,52,100,320,4,BELOW MINIMUM STOCK,16,4
2026-08-31,SRN001,Serian,Serian,Small,RICE5KG,Premium Rice 5KG,Food,37,9,1.29,0.866,HIGH,NORMAL,0.1334,3.9,8,52,100,320,4,BELOW MINIMUM STOCK,24,6
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00006,KitchenPro Biscuits 6PCS,Food,144,8,1.14,0.0,LOW,NORMAL,0.083,18.0,5,48,72,240,24,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00006,KitchenPro Biscuits 6PCS,Food,160,10,1.43,0.0,LOW,NORMAL,0.1289,16.2,5,48,72,240,24,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00006,KitchenPro Biscuits 6PCS,Food,38,8,1.14,0.5538,MEDIUM,NORMAL,0.0557,7.0,5,48,72,240,24,BELOW MINIMUM STOCK,24,1
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00006,KitchenPro Biscuits 6PCS,Food,176,7,1.0,0.0,LOW,NORMAL,0.1659,21.2,5,48,72,240,24,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00006,KitchenPro Biscuits 6PCS,Food,160,8,1.14,0.0,LOW,NORMAL,0.1812,18.4,5,48,72,240,24,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00006,KitchenPro Biscuits 6PCS,Food,314,7,1.0,0.0,LOW,NORMAL,0.0178,40.0,5,48,72,240,24,OVERSTOCK,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00006,KitchenPro Biscuits 6PCS,Food,177,7,1.0,0.0,LOW,NORMAL,0.0475,23.8,5,48,72,240,24,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00006,KitchenPro Biscuits 6PCS,Food,334,9,1.29,0.0,LOW,NORMAL,0.025,33.9,5,48,72,240,24,OVERSTOCK,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00006,KitchenPro Biscuits 6PCS,Food,152,8,1.14,0.0,LOW,NORMAL,0.0453,16.9,5,48,72,240,24,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00006,KitchenPro Biscuits 6PCS,Food,185,7,1.0,0.0,LOW,NORMAL,0.1756,28.8,5,48,72,240,24,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00007,UrbanFresh Instant Meal 6PCS,Food,124,28,4.0,0.913,HIGH,ANOMALY,-0.0336,4.1,7,132,264,834,6,BELOW MINIMUM STOCK,36,6
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00007,UrbanFresh Instant Meal 6PCS,Food,605,33,4.71,0.0,LOW,ANOMALY,-0.0871,16.3,7,132,264,834,6,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00007,UrbanFresh Instant Meal 6PCS,Food,633,28,4.0,0.0,LOW,ANOMALY,-0.0283,20.5,7,132,264,834,6,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00007,UrbanFresh Instant Meal 6PCS,Food,972,27,3.86,0.0,LOW,ANOMALY,-0.1003,33.9,7,132,264,834,6,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00007,UrbanFresh Instant Meal 6PCS,Food,607,28,4.0,0.0,LOW,NORMAL,0.0598,20.1,7,132,264,834,6,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00007,UrbanFresh Instant Meal 6PCS,Food,635,26,3.71,0.0,LOW,ANOMALY,-0.0888,23.2,7,132,264,834,6,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00007,UrbanFresh Instant Meal 6PCS,Food,97,25,3.57,0.9984,HIGH,ANOMALY,-0.0214,3.6,7,132,264,834,6,BELOW MINIMUM STOCK,60,10
2026-08-31,MYY001,Miri,Miri,Large,SKU00007,UrbanFresh Instant Meal 6PCS,Food,110,26,3.71,0.9531,HIGH,ANOMALY,-0.0589,3.5,7,132,264,834,6,BELOW MINIMUM STOCK,48,8
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00007,UrbanFresh Instant Meal 6PCS,Food,578,31,4.43,0.0,LOW,ANOMALY,-0.0451,17.1,7,132,264,834,6,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00007,UrbanFresh Instant Meal 6PCS,Food,111,23,3.29,0.9963,HIGH,ANOMALY,-0.0189,4.4,7,132,264,834,6,BELOW MINIMUM STOCK,48,8
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00008,UrbanFresh Cereal 500ML,Food,172,8,1.14,0.0,LOW,NORMAL,0.1264,21.1,7,48,72,240,24,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00008,UrbanFresh Cereal 500ML,Food,139,10,1.43,0.0,LOW,NORMAL,0.1113,14.1,7,48,72,240,24,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00008,UrbanFresh Cereal 500ML,Food,287,8,1.14,0.0,LOW,NORMAL,0.0389,35.2,7,48,72,240,24,OVERSTOCK,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00008,UrbanFresh Cereal 500ML,Food,155,7,1.0,0.0,LOW,NORMAL,0.1204,18.7,7,48,72,240,24,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00008,UrbanFresh Cereal 500ML,Food,25,7,1.0,0.9787,HIGH,NORMAL,0.0028,3.0,7,48,72,240,24,BELOW MINIMUM STOCK,48,2
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00008,UrbanFresh Cereal 500ML,Food,148,7,1.0,0.0,LOW,NORMAL,0.0917,18.5,7,48,72,240,24,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00008,UrbanFresh Cereal 500ML,Food,156,7,1.0,0.0,LOW,NORMAL,0.1686,20.6,7,48,72,240,24,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00008,UrbanFresh Cereal 500ML,Food,308,9,1.29,0.0,LOW,NORMAL,0.029,31.2,7,48,72,240,24,OVERSTOCK,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00008,UrbanFresh Cereal 500ML,Food,180,10,1.43,0.0,LOW,NORMAL,0.0779,19.7,7,48,72,240,24,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00008,UrbanFresh Cereal 500ML,Food,36,7,1.0,0.9615,HIGH,NORMAL,0.1616,5.4,7,48,72,240,24,BELOW MINIMUM STOCK,24,1
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00009,CarePlus Biscuits 750G,Food,248,11,1.57,0.0,LOW,NORMAL,0.0323,20.7,4,50,100,320,10,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00009,CarePlus Biscuits 750G,Food,43,11,1.57,0.9555,HIGH,NORMAL,0.0356,4.3,4,50,100,320,10,BELOW MINIMUM STOCK,20,2
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00009,CarePlus Biscuits 750G,Food,215,11,1.57,0.0,LOW,NORMAL,0.0579,17.1,4,50,100,320,10,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00009,CarePlus Biscuits 750G,Food,420,11,1.57,0.0,LOW,NORMAL,0.0003,36.3,4,50,100,320,10,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00009,CarePlus Biscuits 750G,Food,205,12,1.71,0.0,LOW,NORMAL,0.1299,16.5,4,50,100,320,10,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00009,CarePlus Biscuits 750G,Food,216,11,1.57,0.0,LOW,NORMAL,0.0931,19.6,4,50,100,320,10,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00009,CarePlus Biscuits 750G,Food,227,10,1.43,0.0,LOW,NORMAL,0.1641,21.2,4,50,100,320,10,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00009,CarePlus Biscuits 750G,Food,433,14,2.0,0.0,LOW,ANOMALY,-0.0039,31.2,4,50,100,320,10,OVERSTOCK,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00009,CarePlus Biscuits 750G,Food,39,12,1.71,0.9983,HIGH,NORMAL,0.0445,2.9,4,50,100,320,10,BELOW MINIMUM STOCK,30,3
2026-08-31,SRN001,Serian,Serian,Small,SKU00009,CarePlus Biscuits 750G,Food,238,10,1.43,0.0,LOW,NORMAL,0.058,22.8,4,50,100,320,10,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00010,FreshMart Snacks 1KG,Food,394,11,1.57,0.0,LOW,NORMAL,0.0078,34.0,2,54,102,324,6,OVERSTOCK,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00010,FreshMart Snacks 1KG,Food,421,13,1.86,0.0,LOW,NORMAL,0.0046,29.2,2,54,102,324,6,OVERSTOCK,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00010,FreshMart Snacks 1KG,Food,237,12,1.71,0.0,LOW,NORMAL,0.1913,20.0,2,54,102,324,6,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00010,FreshMart Snacks 1KG,Food,64,8,1.14,0.0008,LOW,NORMAL,0.044,14.9,2,54,102,324,6,BELOW MINIMUM STOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00010,FreshMart Snacks 1KG,Food,226,11,1.57,0.0,LOW,NORMAL,0.1304,19.5,2,54,102,324,6,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00010,FreshMart Snacks 1KG,Food,237,10,1.43,0.0,LOW,NORMAL,0.0068,21.0,2,54,102,324,6,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00010,FreshMart Snacks 1KG,Food,64,8,1.14,0.0007,LOW,NORMAL,0.044,14.9,2,54,102,324,6,BELOW MINIMUM STOCK,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00010,FreshMart Snacks 1KG,Food,380,12,1.71,0.0,LOW,NORMAL,0.0141,27.7,2,54,102,324,6,OVERSTOCK,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00010,FreshMart Snacks 1KG,Food,215,13,1.86,0.0,LOW,NORMAL,0.1279,16.5,2,54,102,324,6,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00010,FreshMart Snacks 1KG,Food,194,9,1.29,0.0,LOW,NORMAL,0.0699,20.0,2,54,102,324,6,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00011,EverChoice Rice 500ML,Food,309,15,2.14,0.0,LOW,NORMAL,0.0493,19.1,2,72,140,448,4,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00011,EverChoice Rice 500ML,Food,338,20,2.86,0.0,LOW,NORMAL,0.0536,16.3,2,72,140,448,4,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00011,EverChoice Rice 500ML,Food,263,16,2.29,0.0,LOW,NORMAL,0.1305,15.1,2,72,140,448,4,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00011,EverChoice Rice 500ML,Food,539,15,2.14,0.0,LOW,ANOMALY,-0.0387,33.4,2,72,140,448,4,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00011,EverChoice Rice 500ML,Food,339,16,2.29,0.0,LOW,NORMAL,0.0563,19.9,2,72,140,448,4,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00011,EverChoice Rice 500ML,Food,264,15,2.14,0.0,LOW,NORMAL,0.1095,17.1,2,72,140,448,4,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00011,EverChoice Rice 500ML,Food,279,15,2.14,0.0,LOW,NORMAL,0.0557,18.8,2,72,140,448,4,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00011,EverChoice Rice 500ML,Food,293,19,2.71,0.0,LOW,NORMAL,0.0626,15.2,2,72,140,448,4,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00011,EverChoice Rice 500ML,Food,79,9,1.29,0.0004,LOW,NORMAL,0.0074,790.0,2,72,140,448,4,BELOW MINIMUM STOCK,4,1
2026-08-31,SRN001,Serian,Serian,Small,SKU00011,EverChoice Rice 500ML,Food,294,13,1.86,0.0,LOW,NORMAL,0.1399,21.2,2,72,140,448,4,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00012,PrimeValue Biscuits 12PCS,Food,572,14,2.0,0.0,LOW,ANOMALY,-0.0454,36.4,11,72,132,420,12,OVERSTOCK,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00012,PrimeValue Biscuits 12PCS,Food,52,18,2.57,0.9995,HIGH,NORMAL,0.0705,2.7,11,72,132,420,12,BELOW MINIMUM STOCK,48,4
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00012,PrimeValue Biscuits 12PCS,Food,271,16,2.29,0.0,LOW,NORMAL,0.1166,16.8,11,72,132,420,12,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00012,PrimeValue Biscuits 12PCS,Food,536,14,2.0,0.0,LOW,ANOMALY,-0.0349,36.4,11,72,132,420,12,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00012,PrimeValue Biscuits 12PCS,Food,52,16,2.29,0.9974,HIGH,NORMAL,0.0586,3.3,11,72,132,420,12,BELOW MINIMUM STOCK,36,3
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00012,PrimeValue Biscuits 12PCS,Food,272,14,2.0,0.0,LOW,NORMAL,0.0474,18.5,11,72,132,420,12,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00012,PrimeValue Biscuits 12PCS,Food,66,13,1.86,0.9959,HIGH,NORMAL,0.0096,4.5,11,72,132,420,12,BELOW MINIMUM STOCK,24,2
2026-08-31,MYY001,Miri,Miri,Large,SKU00012,PrimeValue Biscuits 12PCS,Food,554,18,2.57,0.0,LOW,ANOMALY,-0.0353,29.6,11,72,132,420,12,OVERSTOCK,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00012,PrimeValue Biscuits 12PCS,Food,243,17,2.43,0.0,LOW,NORMAL,0.0471,13.6,11,72,132,420,12,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00012,PrimeValue Biscuits 12PCS,Food,300,12,1.71,0.0,LOW,NORMAL,0.112,23.1,11,72,132,420,12,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00013,PureLife Rice 250G,Food,463,26,3.71,0.0,LOW,ANOMALY,-0.0115,16.9,7,120,240,768,4,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00013,PureLife Rice 250G,Food,970,32,4.57,0.0,LOW,ANOMALY,-0.1192,28.4,7,120,240,768,4,OVERSTOCK,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00013,PureLife Rice 250G,Food,540,27,3.86,0.0,LOW,ANOMALY,-0.0499,18.6,7,120,240,768,4,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00013,PureLife Rice 250G,Food,566,24,3.43,0.0,LOW,NORMAL,0.0349,21.1,7,120,240,768,4,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00013,PureLife Rice 250G,Food,972,26,3.71,0.0,LOW,ANOMALY,-0.0973,34.0,7,120,240,768,4,OVERSTOCK,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00013,PureLife Rice 250G,Food,542,24,3.43,0.0,LOW,NORMAL,0.0547,20.8,7,120,240,768,4,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00013,PureLife Rice 250G,Food,141,24,3.43,0.9969,HIGH,NORMAL,0.006,5.6,7,120,240,768,4,BELOW MINIMUM STOCK,4,1
2026-08-31,MYY001,Miri,Miri,Large,SKU00013,PureLife Rice 250G,Food,592,30,4.29,0.0,LOW,ANOMALY,-0.0713,18.3,7,120,240,768,4,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00013,PureLife Rice 250G,Food,489,30,4.29,0.0,LOW,ANOMALY,-0.0343,15.4,7,120,240,768,4,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00013,PureLife Rice 250G,Food,594,21,3.0,0.0,LOW,ANOMALY,-0.0255,26.2,7,120,240,768,4,HEALTHY,0,0
