date,source_layer,store_id,store_name,region,store_type,sku,product_name,category,units_sold,sales_value,opening_stock,received_qty,transfer_in,transfer_out,damaged_qty,expired_qty,adjustment_qty,closing_stock,supplier_lead_time_days,safety_stock,min_stock,max_stock,case_pack,cost_price,selling_price,perishable,shelf_life_days
2025-09-19,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,119,192,0,0,0,0,0,289,2,60,80,300,12,3.80,5.20,0,270
2025-09-20,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,34,176.80,289,0,0,0,0,0,0,255,2,60,80,300,12,3.80,5.20,0,270
2025-09-21,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,255,0,0,0,0,0,0,222,2,60,80,300,12,3.80,5.20,0,270
2025-09-22,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,28,145.60,222,0,0,0,0,0,0,194,2,60,80,300,12,3.80,5.20,0,270
2025-09-23,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,29,150.80,194,0,0,0,0,0,0,165,2,60,80,300,12,3.80,5.20,0,270
2025-09-24,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,26,135.20,165,0,0,0,0,0,0,139,2,60,80,300,12,3.80,5.20,0,270
2025-09-25,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,27,140.40,139,0,0,0,0,0,0,112,2,60,80,300,12,3.80,5.20,0,270
2025-09-26,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,112,192,0,0,0,0,0,283,2,60,80,300,12,3.80,5.20,0,270
2025-09-27,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,31,161.20,283,0,0,0,0,0,1,253,2,60,80,300,12,3.80,5.20,0,270
2025-09-28,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,36,187.20,253,0,0,0,0,0,0,217,2,60,80,300,12,3.80,5.20,0,270
2025-09-29,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,217,0,0,0,0,0,0,193,2,60,80,300,12,3.80,5.20,0,270
2025-09-30,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,18,93.60,193,0,0,0,0,0,0,175,2,60,80,300,12,3.80,5.20,0,270
2025-10-01,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,175,0,0,0,0,0,0,154,2,60,80,300,12,3.80,5.20,0,270
2025-10-02,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,26,135.20,154,0,0,0,0,0,0,128,2,60,80,300,12,3.80,5.20,0,270
2025-10-03,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,128,0,0,0,0,0,0,105,2,60,80,300,12,3.80,5.20,0,270
2025-10-04,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,105,204,0,0,0,0,0,276,2,60,80,300,12,3.80,5.20,0,270
2025-10-05,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,34,176.80,276,0,0,0,0,0,0,242,2,60,80,300,12,3.80,5.20,0,270
2025-10-06,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,242,0,0,0,0,0,0,218,2,60,80,300,12,3.80,5.20,0,270
2025-10-07,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,218,0,0,0,0,0,0,196,2,60,80,300,12,3.80,5.20,0,270
2025-10-08,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,196,0,0,0,0,0,0,173,2,60,80,300,12,3.80,5.20,0,270
2025-10-09,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,173,0,0,0,0,0,0,151,2,60,80,300,12,3.80,5.20,0,270
2025-10-10,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,25,130.00,151,0,0,0,0,0,0,126,2,60,80,300,12,3.80,5.20,0,270
2025-10-11,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,126,0,0,0,0,0,0,93,2,60,80,300,12,3.80,5.20,0,270
2025-10-12,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,34,176.80,93,216,0,0,0,0,0,275,2,60,80,300,12,3.80,5.20,0,270
2025-10-13,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,275,0,0,0,0,0,0,253,2,60,80,300,12,3.80,5.20,0,270
2025-10-14,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,253,0,0,0,0,0,0,230,2,60,80,300,12,3.80,5.20,0,270
2025-10-15,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,26,135.20,230,0,0,0,0,0,0,204,2,60,80,300,12,3.80,5.20,0,270
2025-10-16,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,26,135.20,204,0,0,0,0,0,0,178,2,60,80,300,12,3.80,5.20,0,270
2025-10-17,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,29,150.80,178,0,0,0,0,0,0,149,2,60,80,300,12,3.80,5.20,0,270
2025-10-18,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,32,166.40,149,0,0,0,0,0,0,117,2,60,80,300,12,3.80,5.20,0,270
2025-10-19,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,117,192,0,0,0,0,0,276,2,60,80,300,12,3.80,5.20,0,270
2025-10-20,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,276,0,0,0,0,0,0,255,2,60,80,300,12,3.80,5.20,0,270
2025-10-21,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,20,104.00,255,0,0,0,1,0,0,234,2,60,80,300,12,3.80,5.20,0,270
2025-10-22,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,234,0,0,0,0,0,0,212,2,60,80,300,12,3.80,5.20,0,270
2025-10-23,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,26,135.20,212,0,0,0,0,0,0,186,2,60,80,300,12,3.80,5.20,0,270
2025-10-24,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,186,0,0,0,0,0,0,162,2,60,80,300,12,3.80,5.20,0,270
2025-10-25,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,162,0,0,0,0,0,0,129,2,60,80,300,12,3.80,5.20,0,270
2025-10-26,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,28,145.60,129,0,0,0,0,0,0,101,2,60,80,300,12,3.80,5.20,0,270
2025-10-27,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,26,135.20,101,204,0,0,0,0,0,279,2,60,80,300,12,3.80,5.20,0,270
2025-10-28,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,25,130.00,279,0,0,0,0,0,0,254,2,60,80,300,12,3.80,5.20,0,270
2025-10-29,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,254,0,0,0,0,0,0,231,2,60,80,300,12,3.80,5.20,0,270
2025-10-30,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,231,0,0,0,0,0,0,209,2,60,80,300,12,3.80,5.20,0,270
2025-10-31,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,209,0,0,0,0,0,0,187,2,60,80,300,12,3.80,5.20,0,270
2025-11-01,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,187,0,0,0,0,0,0,154,2,60,80,300,12,3.80,5.20,0,270
2025-11-02,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,36,187.20,154,0,0,0,0,0,0,118,2,60,80,300,12,3.80,5.20,0,270
2025-11-03,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,18,93.60,118,192,0,0,1,0,0,291,2,60,80,300,12,3.80,5.20,0,270
2025-11-04,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,291,0,0,0,0,0,0,268,2,60,80,300,12,3.80,5.20,0,270
2025-11-05,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,268,0,0,0,0,0,0,247,2,60,80,300,12,3.80,5.20,0,270
2025-11-06,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,247,0,0,0,0,0,0,224,2,60,80,300,12,3.80,5.20,0,270
2025-11-07,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,224,0,0,0,0,0,0,201,2,60,80,300,12,3.80,5.20,0,270
2025-11-08,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,32,166.40,201,0,0,0,0,0,0,169,2,60,80,300,12,3.80,5.20,0,270
2025-11-09,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,30,156.00,169,0,0,0,0,0,0,139,2,60,80,300,12,3.80,5.20,0,270
2025-11-10,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,139,0,0,0,0,0,0,116,2,60,80,300,12,3.80,5.20,0,270
2025-11-11,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,116,192,0,0,0,0,0,284,2,60,80,300,12,3.80,5.20,0,270
2025-11-12,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,26,135.20,284,0,0,0,0,0,0,258,2,60,80,300,12,3.80,5.20,0,270
2025-11-13,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,258,0,0,0,0,0,0,236,2,60,80,300,12,3.80,5.20,0,270
2025-11-14,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,28,145.60,236,0,0,0,0,0,0,208,2,60,80,300,12,3.80,5.20,0,270
2025-11-15,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,36,187.20,208,0,0,0,0,0,0,172,2,60,80,300,12,3.80,5.20,0,270
2025-11-16,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,35,182.00,172,0,0,0,0,0,0,137,2,60,80,300,12,3.80,5.20,0,270
2025-11-17,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,137,0,0,0,0,0,0,113,2,60,80,300,12,3.80,5.20,0,270
2025-11-18,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,113,192,0,0,0,0,0,283,2,60,80,300,12,3.80,5.20,0,270
2025-11-19,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,283,0,0,0,0,0,0,262,2,60,80,300,12,3.80,5.20,0,270
2025-11-20,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,262,0,0,0,0,0,0,238,2,60,80,300,12,3.80,5.20,0,270
2025-11-21,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,238,0,0,0,0,0,0,215,2,60,80,300,12,3.80,5.20,0,270
2025-11-22,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,215,0,0,0,0,0,0,182,2,60,80,300,12,3.80,5.20,0,270
2025-11-23,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,34,176.80,182,0,0,0,0,0,0,148,2,60,80,300,12,3.80,5.20,0,270
2025-11-24,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,20,104.00,148,0,0,0,0,0,0,128,2,60,80,300,12,3.80,5.20,0,270
2025-11-25,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,25,130.00,128,0,0,0,0,0,0,103,2,60,80,300,12,3.80,5.20,0,270
2025-11-26,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,103,204,0,0,0,0,0,285,2,60,80,300,12,3.80,5.20,0,270
2025-11-27,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,285,0,0,0,0,0,0,264,2,60,80,300,12,3.80,5.20,0,270
2025-11-28,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,264,0,0,0,0,0,0,240,2,60,80,300,12,3.80,5.20,0,270
2025-11-29,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,240,0,0,0,0,0,0,207,2,60,80,300,12,3.80,5.20,0,270
2025-11-30,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,36,187.20,207,0,0,0,0,0,0,171,2,60,80,300,12,3.80,5.20,0,270
2025-12-01,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,171,0,0,0,0,0,0,150,2,60,80,300,12,3.80,5.20,0,270
2025-12-02,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,150,0,0,0,0,0,0,126,2,60,80,300,12,3.80,5.20,0,270
2025-12-03,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,126,0,0,0,0,0,0,103,2,60,80,300,12,3.80,5.20,0,270
2025-12-04,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,20,104.00,103,204,0,0,0,0,0,287,2,60,80,300,12,3.80,5.20,0,270
2025-12-05,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,25,130.00,287,0,0,0,0,0,0,262,2,60,80,300,12,3.80,5.20,0,270
2025-12-06,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,37,192.40,262,0,0,0,0,0,0,225,2,60,80,300,12,3.80,5.20,0,270
2025-12-07,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,35,182.00,225,0,0,0,0,0,0,190,2,60,80,300,12,3.80,5.20,0,270
2025-12-08,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,30,156.00,190,0,0,0,0,0,0,160,2,60,80,300,12,3.80,5.20,0,270
2025-12-09,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,160,0,0,0,0,0,0,139,2,60,80,300,12,3.80,5.20,0,270
2025-12-10,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,139,0,0,0,0,0,0,117,2,60,80,300,12,3.80,5.20,0,270
2025-12-11,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,27,140.40,117,192,0,0,0,0,0,282,2,60,80,300,12,3.80,5.20,0,270
2025-12-12,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,27,140.40,282,0,0,0,0,0,0,255,2,60,80,300,12,3.80,5.20,0,270
2025-12-13,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,39,202.80,255,0,0,0,0,0,0,216,2,60,80,300,12,3.80,5.20,0,270
2025-12-14,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,36,187.20,216,0,0,0,0,0,0,180,2,60,80,300,12,3.80,5.20,0,270
2025-12-15,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,180,0,0,0,0,0,0,159,2,60,80,300,12,3.80,5.20,0,270
2025-12-16,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,159,0,0,0,0,0,0,136,2,60,80,300,12,3.80,5.20,0,270
2025-12-17,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,22,114.40,136,0,0,0,0,0,0,114,2,60,80,300,12,3.80,5.20,0,270
2025-12-18,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,21,109.20,114,192,0,0,0,0,0,285,2,60,80,300,12,3.80,5.20,0,270
2025-12-19,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,28,145.60,285,0,0,0,0,0,0,257,2,60,80,300,12,3.80,5.20,0,270
2025-12-20,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,39,202.80,257,0,0,0,0,0,0,218,2,60,80,300,12,3.80,5.20,0,270
2025-12-21,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,37,192.40,218,0,0,0,0,0,0,181,2,60,80,300,12,3.80,5.20,0,270
2025-12-22,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,24,124.80,181,0,0,0,0,0,0,157,2,60,80,300,12,3.80,5.20,0,270
2025-12-23,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,25,130.00,157,0,0,0,0,0,0,132,2,60,80,300,12,3.80,5.20,0,270
2025-12-24,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,28,145.60,132,0,0,0,0,0,0,104,2,60,80,300,12,3.80,5.20,0,270
2025-12-25,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,25,130.00,104,204,0,0,0,0,0,283,2,60,80,300,12,3.80,5.20,0,270
2025-12-26,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,26,135.20,283,0,0,0,0,0,0,257,2,60,80,300,12,3.80,5.20,0,270
2025-12-27,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,35,182.00,257,0,0,0,0,0,0,222,2,60,80,300,12,3.80,5.20,0,270
2025-12-28,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,33,171.60,222,0,0,0,0,0,0,189,2,60,80,300,12,3.80,5.20,0,270
2025-12-29,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,19,98.80,189,0,0,0,0,0,0,170,2,60,80,300,12,3.80,5.20,0,270
2025-12-30,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,28,145.60,170,0,0,0,0,0,0,142,2,60,80,300,12,3.80,5.20,0,270
2025-12-31,Fabric_Gold_Simulated_Scenario,KCH001,Vivacity,Kuching,Large,COKE15L,Coca-Cola 1.5L,Drink,23,119.60,142,0,0,0,0,0,0,119,2,60,80,300,12,3.80,5.20,0,270
